state,district/counties,postal_code
Podlasie,Powiat bielski,17-132
Podlasie,Powiat bielski,17-134
Podlasie,Powiat bielski,18-212
Podlasie,Powiat grajewski,19-200
Podlasie,Powiat grajewski,19-206
Podlasie,Powiat grajewski,19-213
Podlasie,Powiat grajewski,19-214
Podlasie,Powiat grajewski,19-222
Podlasie,Powiat grajewski,19-230
Podlasie,Powiat hajnowski,17-200
Podlasie,Powiat hajnowski,17-204
Podlasie,Powiat hajnowski,17-207
Podlasie,Powiat hajnowski,17-210
Podlasie,Powiat hajnowski,17-220
Podlasie,Powiat hajnowski,17-230
Podlasie,Powiat hajnowski,17-240
Podlasie,Powiat hajnowski,17-250
Podlasie,Powiat kolnenski,18-500
Podlasie,Powiat kolnenski,18-507
Podlasie,Powiat kolnenski,18-516
Podlasie,Powiat kolnenski,18-520
Podlasie,Powiat kolnenski,18-525
Podlasie,Powiat lomzynski,10-421
Podlasie,Powiat lomzynski,12-421
Podlasie,Powiat lomzynski,18-400
Podlasie,Powiat lomzynski,18-411
Podlasie,Powiat lomzynski,18-413
Podlasie,Powiat lomzynski,18-414
Podlasie,Powiat lomzynski,18-416
Podlasie,Powiat lomzynski,18-420
Podlasie,Powiat lomzynski,18-421
Podlasie,Powiat lomzynski,18-422
Podlasie,Powiat lomzynski,18-423
Podlasie,Powiat lomzynski,18-430
Podlasie,Powiat moniecki,16-150
Podlasie,Powiat moniecki,19-100
Podlasie,Powiat moniecki,19-104
Podlasie,Powiat moniecki,19-110
Podlasie,Powiat moniecki,19-111
Podlasie,Powiat moniecki,19-120
Podlasie,Powiat moniecki,19-122
Podlasie,Powiat moniecki,19-124
Podlasie,Powiat sejnenski,16-411
Podlasie,Powiat sejnenski,16-412
Podlasie,Powiat sejnenski,16-500
Podlasie,Powiat sejnenski,16-501
Podlasie,Powiat sejnenski,16-503
Podlasie,Powiat sejnenski,16-506
Podlasie,Powiat sejnenski,16-515
Podlasie,Powiat siemiatycki,13-330
Podlasie,Powiat siemiatycki,17-300
Podlasie,Powiat siemiatycki,17-306
Podlasie,Powiat siemiatycki,17-307
Podlasie,Powiat siemiatycki,17-312
Podlasie,Powiat siemiatycki,17-315
Podlasie,Powiat siemiatycki,17-322
Podlasie,Powiat siemiatycki,17-330
Podlasie,Powiat siemiatycki,17-331
Podlasie,Powiat siemiatycki,17-332
Podlasie,Powiat sokólski,15-100
Podlasie,Powiat sokólski,16-100
Podlasie,Powiat sokólski,16-102
Podlasie,Powiat sokólski,16-113
Podlasie,Powiat sokólski,16-120
Podlasie,Powiat sokólski,16-123
Podlasie,Powiat sokólski,16-124
Podlasie,Powiat sokólski,16-130
Podlasie,Powiat sokólski,16-140
Podlasie,Powiat sokólski,16-150
Podlasie,Powiat sokólski,16-200
Podlasie,Powiat sokólski,16-205
Podlasie,Powiat sokólski,16-315
Podlasie,Powiat sokólski,19-122
Podlasie,Powiat suwalski,16-400
Podlasie,Powiat suwalski,16-402
Podlasie,Powiat suwalski,16-403
Podlasie,Powiat suwalski,16-404
Podlasie,Powiat suwalski,16-405
Podlasie,Powiat suwalski,16-406
Podlasie,Powiat suwalski,16-407
Podlasie,Powiat suwalski,16-411
Podlasie,Powiat suwalski,16-412
Podlasie,Powiat suwalski,16-413
Podlasie,Powiat suwalski,16-420
Podlasie,Powiat suwalski,16-421
Podlasie,Powiat suwalski,16-423
Podlasie,Powiat suwalski,16-424
Podlasie,Powiat suwalski,16-427
Podlasie,Powiat wysokomazowiecki,15-200
Podlasie,Powiat wysokomazowiecki,18-200
Podlasie,Powiat wysokomazowiecki,18-204
Podlasie,Powiat wysokomazowiecki,18-208
Podlasie,Powiat wysokomazowiecki,18-210
Podlasie,Powiat wysokomazowiecki,18-212
Podlasie,Powiat wysokomazowiecki,18-214
Podlasie,Powiat wysokomazowiecki,18-218
Podlasie,Powiat wysokomazowiecki,18-220
Podlasie,Powiat wysokomazowiecki,18-230
Podlasie,Powiat zambrowski,18-300
Podlasie,Powiat zambrowski,18-305
Podlasie,Powiat zambrowski,18-312
Podlasie,Powiat zambrowski,18-315
Podlasie,Powiat zambrowski,18-400
Podlasie,Bialystok,05-126
Podlasie,Bialystok,15-001
Podlasie,Bialystok,15-002
Podlasie,Bialystok,15-003
Podlasie,Bialystok,15-004
Podlasie,Bialystok,15-005
Podlasie,Bialystok,15-007
Podlasie,Bialystok,15-008
Podlasie,Bialystok,15-010
Podlasie,Bialystok,15-011
Podlasie,Bialystok,15-013
Podlasie,Bialystok,15-014
Podlasie,Bialystok,15-016
Podlasie,Bialystok,15-017
Podlasie,Bialystok,15-019
Podlasie,Bialystok,15-021
Podlasie,Bialystok,15-023
Podlasie,Bialystok,15-024
Podlasie,Bialystok,15-025
Podlasie,Bialystok,15-027
Podlasie,Bialystok,15-028
Podlasie,Bialystok,15-029
Podlasie,Bialystok,15-030
Podlasie,Bialystok,15-032
Podlasie,Bialystok,15-034
Podlasie,Bialystok,15-037
Podlasie,Bialystok,15-038
Podlasie,Bialystok,15-040
Podlasie,Bialystok,15-042
Podlasie,Bialystok,15-044
Podlasie,Bialystok,15-045
Podlasie,Bialystok,15-046
Podlasie,Bialystok,15-047
Podlasie,Bialystok,15-048
Podlasie,Bialystok,15-054
Podlasie,Bialystok,15-055
Podlasie,Bialystok,15-057
Podlasie,Bialystok,15-062
Podlasie,Bialystok,15-063
Podlasie,Bialystok,15-064
Podlasie,Bialystok,15-066
Podlasie,Bialystok,15-067
Podlasie,Bialystok,15-068
Podlasie,Bialystok,15-070
Podlasie,Bialystok,15-071
Podlasie,Bialystok,15-073
Podlasie,Bialystok,15-074
Podlasie,Bialystok,15-077
Podlasie,Bialystok,15-078
Podlasie,Bialystok,15-080
Podlasie,Bialystok,15-082
Podlasie,Bialystok,15-083
Podlasie,Bialystok,15-084
Podlasie,Bialystok,15-085
Podlasie,Bialystok,15-087
Podlasie,Bialystok,15-088
Podlasie,Bialystok,15-089
Podlasie,Bialystok,15-090
Podlasie,Bialystok,15-091
Podlasie,Bialystok,15-092
Podlasie,Bialystok,15-093
Podlasie,Bialystok,15-094
Podlasie,Bialystok,15-096
Podlasie,Bialystok,15-097
Podlasie,Bialystok,15-099
Podlasie,Bialystok,15-101
Podlasie,Bialystok,15-102
Podlasie,Bialystok,15-103
Podlasie,Bialystok,15-104
Podlasie,Bialystok,15-107
Podlasie,Bialystok,15-108
Podlasie,Bialystok,15-109
Podlasie,Bialystok,15-110
Podlasie,Bialystok,15-111
Podlasie,Bialystok,15-113
Podlasie,Bialystok,15-114
Podlasie,Bialystok,15-115
Podlasie,Bialystok,15-117
Podlasie,Bialystok,15-118
Podlasie,Bialystok,15-119
Podlasie,Bialystok,15-120
Podlasie,Bialystok,15-121
Podlasie,Bialystok,15-122
Podlasie,Bialystok,15-123
Podlasie,Bialystok,15-124
Podlasie,Bialystok,15-125
Podlasie,Bialystok,15-126
Podlasie,Bialystok,15-127
Podlasie,Bialystok,15-128
Podlasie,Bialystok,15-129
Podlasie,Bialystok,15-130
Podlasie,Bialystok,15-131
Podlasie,Bialystok,15-132
Podlasie,Bialystok,15-133
Podlasie,Bialystok,15-134
Podlasie,Bialystok,15-135
Podlasie,Bialystok,15-136
Podlasie,Bialystok,15-137
Podlasie,Bialystok,15-138
Podlasie,Bialystok,15-139
Podlasie,Bialystok,15-140
Podlasie,Bialystok,15-141
Podlasie,Bialystok,15-142
Podlasie,Bialystok,15-143
Podlasie,Bialystok,15-144
Podlasie,Bialystok,15-145
Podlasie,Bialystok,15-149
Podlasie,Bialystok,15-150
Podlasie,Bialystok,15-151
Podlasie,Bialystok,15-152
Podlasie,Bialystok,15-153
Podlasie,Bialystok,15-155
Podlasie,Bialystok,15-156
Podlasie,Bialystok,15-157
Podlasie,Bialystok,15-158
Podlasie,Bialystok,15-159
Podlasie,Bialystok,15-160
Podlasie,Bialystok,15-161
Podlasie,Bialystok,15-162
Podlasie,Bialystok,15-163
Podlasie,Bialystok,15-164
Podlasie,Bialystok,15-165
Podlasie,Bialystok,15-166
Podlasie,Bialystok,15-167
Podlasie,Bialystok,15-168
Podlasie,Bialystok,15-169
Podlasie,Bialystok,15-170
Podlasie,Bialystok,15-171
Podlasie,Bialystok,15-173
Podlasie,Bialystok,15-174
Podlasie,Bialystok,15-175
Podlasie,Bialystok,15-177
Podlasie,Bialystok,15-178
Podlasie,Bialystok,15-180
Podlasie,Bialystok,15-181
Podlasie,Bialystok,15-182
Podlasie,Bialystok,15-183
Podlasie,Bialystok,15-184
Podlasie,Bialystok,15-185
Podlasie,Bialystok,15-186
Podlasie,Bialystok,15-187
Podlasie,Bialystok,15-188
Podlasie,Bialystok,15-189
Podlasie,Bialystok,15-190
Podlasie,Bialystok,15-191
Podlasie,Bialystok,15-192
Podlasie,Bialystok,15-193
Podlasie,Bialystok,15-194
Podlasie,Bialystok,15-195
Podlasie,Bialystok,15-196
Podlasie,Bialystok,15-197
Podlasie,Bialystok,15-198
Podlasie,Bialystok,15-199
Podlasie,Bialystok,15-201
Podlasie,Bialystok,15-202
Podlasie,Bialystok,15-204
Podlasie,Bialystok,15-205
Podlasie,Bialystok,15-206
Podlasie,Bialystok,15-207
Podlasie,Bialystok,15-208
Podlasie,Bialystok,15-209
Podlasie,Bialystok,15-211
Podlasie,Bialystok,15-213
Podlasie,Bialystok,15-215
Podlasie,Bialystok,15-218
Podlasie,Bialystok,15-222
Podlasie,Bialystok,15-223
Podlasie,Bialystok,15-224
Podlasie,Bialystok,15-225
Podlasie,Bialystok,15-227
Podlasie,Bialystok,15-229
Podlasie,Bialystok,15-232
Podlasie,Bialystok,15-233
Podlasie,Bialystok,15-234
Podlasie,Bialystok,15-235
Podlasie,Bialystok,15-236
Podlasie,Bialystok,15-237
Podlasie,Bialystok,15-238
Podlasie,Bialystok,15-239
Podlasie,Bialystok,15-240
Podlasie,Bialystok,15-241
Podlasie,Bialystok,15-242
Podlasie,Bialystok,15-244
Podlasie,Bialystok,15-245
Podlasie,Bialystok,15-246
Podlasie,Bialystok,15-247
Podlasie,Bialystok,15-249
Podlasie,Bialystok,15-250
Podlasie,Bialystok,15-251
Podlasie,Bialystok,15-252
Podlasie,Bialystok,15-253
Podlasie,Bialystok,15-254
Podlasie,Bialystok,15-255
Podlasie,Bialystok,15-256
Podlasie,Bialystok,15-257
Podlasie,Bialystok,15-258
Podlasie,Bialystok,15-260
Podlasie,Bialystok,15-261
Podlasie,Bialystok,15-262
Podlasie,Bialystok,15-263
Podlasie,Bialystok,15-264
Podlasie,Bialystok,15-265
Podlasie,Bialystok,15-266
Podlasie,Bialystok,15-267
Podlasie,Bialystok,15-268
Podlasie,Bialystok,15-269
Podlasie,Bialystok,15-270
Podlasie,Bialystok,15-272
Podlasie,Bialystok,15-274
Podlasie,Bialystok,15-275
Podlasie,Bialystok,15-276
Podlasie,Bialystok,15-277
Podlasie,Bialystok,15-278
Podlasie,Bialystok,15-281
Podlasie,Bialystok,15-282
Podlasie,Bialystok,15-287
Podlasie,Bialystok,15-288
Podlasie,Bialystok,15-294
Podlasie,Bialystok,15-295
Podlasie,Bialystok,15-297
Podlasie,Bialystok,15-298
Podlasie,Bialystok,15-301
Podlasie,Bialystok,15-302
Podlasie,Bialystok,15-304
Podlasie,Bialystok,15-305
Podlasie,Bialystok,15-306
Podlasie,Bialystok,15-307
Podlasie,Bialystok,15-309
Podlasie,Bialystok,15-311
Podlasie,Bialystok,15-312
Podlasie,Bialystok,15-320
Podlasie,Bialystok,15-321
Podlasie,Bialystok,15-322
Podlasie,Bialystok,15-323
Podlasie,Bialystok,15-324
Podlasie,Bialystok,15-325
Podlasie,Bialystok,15-327
Podlasie,Bialystok,15-328
Podlasie,Bialystok,15-333
Podlasie,Bialystok,15-335
Podlasie,Bialystok,15-336
Podlasie,Bialystok,15-337
Podlasie,Bialystok,15-338
Podlasie,Bialystok,15-339
Podlasie,Bialystok,15-340
Podlasie,Bialystok,15-341
Podlasie,Bialystok,15-342
Podlasie,Bialystok,15-343
Podlasie,Bialystok,15-345
Podlasie,Bialystok,15-346
Podlasie,Bialystok,15-347
Podlasie,Bialystok,15-348
Podlasie,Bialystok,15-349
Podlasie,Bialystok,15-350
Podlasie,Bialystok,15-351
Podlasie,Bialystok,15-352
Podlasie,Bialystok,15-353
Podlasie,Bialystok,15-354
Podlasie,Bialystok,15-355
Podlasie,Bialystok,15-356
Podlasie,Bialystok,15-361
Podlasie,Bialystok,15-363
Podlasie,Bialystok,15-364
Podlasie,Bialystok,15-365
Podlasie,Bialystok,15-367
Podlasie,Bialystok,15-369
Podlasie,Bialystok,15-370
Podlasie,Bialystok,15-371
Podlasie,Bialystok,15-372
Podlasie,Bialystok,15-373
Podlasie,Bialystok,15-374
Podlasie,Bialystok,15-376
Podlasie,Bialystok,15-377
Podlasie,Bialystok,15-379
Podlasie,Bialystok,15-380
Podlasie,Bialystok,15-381
Podlasie,Bialystok,15-386
Podlasie,Bialystok,15-387
Podlasie,Bialystok,15-388
Podlasie,Bialystok,15-391
Podlasie,Bialystok,15-393
Podlasie,Bialystok,15-394
Podlasie,Bialystok,15-395
Podlasie,Bialystok,15-396
Podlasie,Bialystok,15-397
Podlasie,Bialystok,15-399
Podlasie,Bialystok,15-400
Podlasie,Bialystok,15-402
Podlasie,Bialystok,15-403
Podlasie,Bialystok,15-404
Podlasie,Bialystok,15-405
Podlasie,Bialystok,15-406
Podlasie,Bialystok,15-407
Podlasie,Bialystok,15-408
Podlasie,Bialystok,15-410
Podlasie,Bialystok,15-411
Podlasie,Bialystok,15-414
Podlasie,Bialystok,15-415
Podlasie,Bialystok,15-416
Podlasie,Bialystok,15-417
Podlasie,Bialystok,15-419
Podlasie,Bialystok,15-420
Podlasie,Bialystok,15-421
Podlasie,Bialystok,15-422
Podlasie,Bialystok,15-423
Podlasie,Bialystok,15-424
Podlasie,Bialystok,15-426
Podlasie,Bialystok,15-427
Podlasie,Bialystok,15-429
Podlasie,Bialystok,15-430
Podlasie,Bialystok,15-431
Podlasie,Bialystok,15-434
Podlasie,Bialystok,15-435
Podlasie,Bialystok,15-437
Podlasie,Bialystok,15-439
Podlasie,Bialystok,15-440
Podlasie,Bialystok,15-441
Podlasie,Bialystok,15-443
Podlasie,Bialystok,15-444
Podlasie,Bialystok,15-445
Podlasie,Bialystok,15-446
Podlasie,Bialystok,15-448
Podlasie,Bialystok,15-449
Podlasie,Bialystok,15-450
Podlasie,Bialystok,15-452
Podlasie,Bialystok,15-453
Podlasie,Bialystok,15-458
Podlasie,Bialystok,15-459
Podlasie,Bialystok,15-460
Podlasie,Bialystok,15-461
Podlasie,Bialystok,15-463
Podlasie,Bialystok,15-464
Podlasie,Bialystok,15-465
Podlasie,Bialystok,15-467
Podlasie,Bialystok,15-469
Podlasie,Bialystok,15-470
Podlasie,Bialystok,15-472
Podlasie,Bialystok,15-473
Podlasie,Bialystok,15-476
Podlasie,Bialystok,15-480
Podlasie,Bialystok,15-481
Podlasie,Bialystok,15-482
Podlasie,Bialystok,15-483
Podlasie,Bialystok,15-487
Podlasie,Bialystok,15-489
Podlasie,Bialystok,15-490
Podlasie,Bialystok,15-501
Podlasie,Bialystok,15-502
Podlasie,Bialystok,15-503
Podlasie,Bialystok,15-505
Podlasie,Bialystok,15-506
Podlasie,Bialystok,15-507
Podlasie,Bialystok,15-516
Podlasie,Bialystok,15-517
Podlasie,Bialystok,15-518
Podlasie,Bialystok,15-519
Podlasie,Bialystok,15-521
Podlasie,Bialystok,15-531
Podlasie,Bialystok,15-532
Podlasie,Bialystok,15-533
Podlasie,Bialystok,15-534
Podlasie,Bialystok,15-535
Podlasie,Bialystok,15-536
Podlasie,Bialystok,15-537
Podlasie,Bialystok,15-539
Podlasie,Bialystok,15-540
Podlasie,Bialystok,15-541
Podlasie,Bialystok,15-542
Podlasie,Bialystok,15-543
Podlasie,Bialystok,15-544
Podlasie,Bialystok,15-545
Podlasie,Bialystok,15-546
Podlasie,Bialystok,15-547
Podlasie,Bialystok,15-548
Podlasie,Bialystok,15-549
Podlasie,Bialystok,15-551
Podlasie,Bialystok,15-552
Podlasie,Bialystok,15-553
Podlasie,Bialystok,15-554
Podlasie,Bialystok,15-555
Podlasie,Bialystok,15-556
Podlasie,Bialystok,15-557
Podlasie,Bialystok,15-558
Podlasie,Bialystok,15-559
Podlasie,Bialystok,15-560
Podlasie,Bialystok,15-561
Podlasie,Bialystok,15-562
Podlasie,Bialystok,15-563
Podlasie,Bialystok,15-564
Podlasie,Bialystok,15-565
Podlasie,Bialystok,15-567
Podlasie,Bialystok,15-568
Podlasie,Bialystok,15-569
Podlasie,Bialystok,15-570
Podlasie,Bialystok,15-571
Podlasie,Bialystok,15-572
Podlasie,Bialystok,15-573
Podlasie,Bialystok,15-574
Podlasie,Bialystok,15-575
Podlasie,Bialystok,15-576
Podlasie,Bialystok,15-577
Podlasie,Bialystok,15-578
Podlasie,Bialystok,15-579
Podlasie,Bialystok,15-580
Podlasie,Bialystok,15-581
Podlasie,Bialystok,15-582
Podlasie,Bialystok,15-583
Podlasie,Bialystok,15-584
Podlasie,Bialystok,15-585
Podlasie,Bialystok,15-586
Podlasie,Bialystok,15-587
Podlasie,Bialystok,15-591
Podlasie,Bialystok,15-594
Podlasie,Bialystok,15-596
Podlasie,Bialystok,15-597
Podlasie,Bialystok,15-611
Podlasie,Bialystok,15-612
Podlasie,Bialystok,15-613
Podlasie,Bialystok,15-614
Podlasie,Bialystok,15-615
Podlasie,Bialystok,15-616
Podlasie,Bialystok,15-617
Podlasie,Bialystok,15-618
Podlasie,Bialystok,15-619
Podlasie,Bialystok,15-620
Podlasie,Bialystok,15-621
Podlasie,Bialystok,15-624
Podlasie,Bialystok,15-625
Podlasie,Bialystok,15-626
Podlasie,Bialystok,15-627
Podlasie,Bialystok,15-628
Podlasie,Bialystok,15-630
Podlasie,Bialystok,15-631
Podlasie,Bialystok,15-632
Podlasie,Bialystok,15-633
Podlasie,Bialystok,15-634
Podlasie,Bialystok,15-635
Podlasie,Bialystok,15-637
Podlasie,Bialystok,15-638
Podlasie,Bialystok,15-639
Podlasie,Bialystok,15-640
Podlasie,Bialystok,15-641
Podlasie,Bialystok,15-642
Podlasie,Bialystok,15-643
Podlasie,Bialystok,15-644
Podlasie,Bialystok,15-645
Podlasie,Bialystok,15-646
Podlasie,Bialystok,15-647
Podlasie,Bialystok,15-649
Podlasie,Bialystok,15-650
Podlasie,Bialystok,15-651
Podlasie,Bialystok,15-652
Podlasie,Bialystok,15-654
Podlasie,Bialystok,15-655
Podlasie,Bialystok,15-656
Podlasie,Bialystok,15-657
Podlasie,Bialystok,15-659
Podlasie,Bialystok,15-660
Podlasie,Bialystok,15-661
Podlasie,Bialystok,15-662
Podlasie,Bialystok,15-663
Podlasie,Bialystok,15-664
Podlasie,Bialystok,15-665
Podlasie,Bialystok,15-666
Podlasie,Bialystok,15-667
Podlasie,Bialystok,15-668
Podlasie,Bialystok,15-669
Podlasie,Bialystok,15-670
Podlasie,Bialystok,15-671
Podlasie,Bialystok,15-672
Podlasie,Bialystok,15-673
Podlasie,Bialystok,15-674
Podlasie,Bialystok,15-678
Podlasie,Bialystok,15-679
Podlasie,Bialystok,15-680
Podlasie,Bialystok,15-681
Podlasie,Bialystok,15-682
Podlasie,Bialystok,15-683
Podlasie,Bialystok,15-684
Podlasie,Bialystok,15-685
Podlasie,Bialystok,15-686
Podlasie,Bialystok,15-687
Podlasie,Bialystok,15-688
Podlasie,Bialystok,15-689
Podlasie,Bialystok,15-690
Podlasie,Bialystok,15-691
Podlasie,Bialystok,15-692
Podlasie,Bialystok,15-693
Podlasie,Bialystok,15-697
Podlasie,Bialystok,15-698
Podlasie,Bialystok,15-699
Podlasie,Bialystok,15-701
Podlasie,Bialystok,15-702
Podlasie,Bialystok,15-703
Podlasie,Bialystok,15-704
Podlasie,Bialystok,15-706
Podlasie,Bialystok,15-707
Podlasie,Bialystok,15-709
Podlasie,Bialystok,15-710
Podlasie,Bialystok,15-711
Podlasie,Bialystok,15-712
Podlasie,Bialystok,15-714
Podlasie,Bialystok,15-715
Podlasie,Bialystok,15-717
Podlasie,Bialystok,15-720
Podlasie,Bialystok,15-722
Podlasie,Bialystok,15-723
Podlasie,Bialystok,15-724
Podlasie,Bialystok,15-727
Podlasie,Bialystok,15-729
Podlasie,Bialystok,15-730
Podlasie,Bialystok,15-732
Podlasie,Bialystok,15-740
Podlasie,Bialystok,15-741
Podlasie,Bialystok,15-743
Podlasie,Bialystok,15-746
Podlasie,Bialystok,15-748
Podlasie,Bialystok,15-750
Podlasie,Bialystok,15-751
Podlasie,Bialystok,15-753
Podlasie,Bialystok,15-754
Podlasie,Bialystok,15-756
Podlasie,Bialystok,15-757
Podlasie,Bialystok,15-758
Podlasie,Bialystok,15-760
Podlasie,Bialystok,15-762
Podlasie,Bialystok,15-763
Podlasie,Bialystok,15-765
Podlasie,Bialystok,15-767
Podlasie,Bialystok,15-769
Podlasie,Bialystok,15-771
Podlasie,Bialystok,15-772
Podlasie,Bialystok,15-773
Podlasie,Bialystok,15-774
Podlasie,Bialystok,15-776
Podlasie,Bialystok,15-777
Podlasie,Bialystok,15-779
Podlasie,Bialystok,15-780
Podlasie,Bialystok,15-782
Podlasie,Bialystok,15-784
Podlasie,Bialystok,15-786
Podlasie,Bialystok,15-788
Podlasie,Bialystok,15-790
Podlasie,Bialystok,15-791
Podlasie,Bialystok,15-793
Podlasie,Bialystok,15-794
Podlasie,Bialystok,15-795
Podlasie,Bialystok,15-796
Podlasie,Bialystok,15-797
Podlasie,Bialystok,15-798
Podlasie,Bialystok,15-801
Podlasie,Bialystok,15-802
Podlasie,Bialystok,15-803
Podlasie,Bialystok,15-805
Podlasie,Bialystok,15-806
Podlasie,Bialystok,15-808
Podlasie,Bialystok,15-809
Podlasie,Bialystok,15-810
Podlasie,Bialystok,15-811
Podlasie,Bialystok,15-812
Podlasie,Bialystok,15-813
Podlasie,Bialystok,15-814
Podlasie,Bialystok,15-815
Podlasie,Bialystok,15-817
Podlasie,Bialystok,15-818
Podlasie,Bialystok,15-820
Podlasie,Bialystok,15-822
Podlasie,Bialystok,15-825
Podlasie,Bialystok,15-827
Podlasie,Bialystok,15-829
Podlasie,Bialystok,15-831
Podlasie,Bialystok,15-833
Podlasie,Bialystok,15-836
Podlasie,Bialystok,15-837
Podlasie,Bialystok,15-839
Podlasie,Bialystok,15-840
Podlasie,Bialystok,15-843
Podlasie,Bialystok,15-845
Podlasie,Bialystok,15-850
Podlasie,Bialystok,15-852
Podlasie,Bialystok,15-854
Podlasie,Bialystok,15-856
Podlasie,Bialystok,15-858
Podlasie,Bialystok,15-860
Podlasie,Bialystok,15-861
Podlasie,Bialystok,15-862
Podlasie,Bialystok,15-863
Podlasie,Bialystok,15-864
Podlasie,Bialystok,15-865
Podlasie,Bialystok,15-866
Podlasie,Bialystok,15-867
Podlasie,Bialystok,15-868
Podlasie,Bialystok,15-869
Podlasie,Bialystok,15-870
Podlasie,Bialystok,15-871
Podlasie,Bialystok,15-872
Podlasie,Bialystok,15-873
Podlasie,Bialystok,15-874
Podlasie,Bialystok,15-875
Podlasie,Bialystok,15-879
Podlasie,Bialystok,15-881
Podlasie,Bialystok,15-887
Podlasie,Bialystok,15-888
Podlasie,Bialystok,15-889
Podlasie,Bialystok,15-891
Podlasie,Bialystok,15-893
Podlasie,Bialystok,15-950
Podlasie,Bialystok,15-951
Podlasie,Bialystok,16-010
Podlasie,Bialystok,16-166
Podlasie,Lomza,18-400
Podlasie,Lomza,18-402
Podlasie,Lomza,18-403
Podlasie,Lomza,18-404
Podlasie,Suwalki,16-400
Podlasie,Suwalki,16-401
Podlasie,Suwalki,16-402
Podlasie,Suwalki,16-431
Pomerania,Powiat bytowski,76-243
Pomerania,Powiat bytowski,77-100
Pomerania,Powiat bytowski,77-114
Pomerania,Powiat bytowski,77-115
Pomerania,Powiat bytowski,77-116
Pomerania,Powiat bytowski,77-121
Pomerania,Powiat bytowski,77-122
Pomerania,Powiat bytowski,77-123
Pomerania,Powiat bytowski,77-124
Pomerania,Powiat bytowski,77-125
Pomerania,Powiat bytowski,77-127
Pomerania,Powiat bytowski,77-130
Pomerania,Powiat bytowski,77-131
Pomerania,Powiat bytowski,77-132
Pomerania,Powiat bytowski,77-133
Pomerania,Powiat bytowski,77-134
Pomerania,Powiat bytowski,77-135
Pomerania,Powiat bytowski,77-138
Pomerania,Powiat bytowski,77-139
Pomerania,Powiat bytowski,77-140
Pomerania,Powiat bytowski,77-141
Pomerania,Powiat bytowski,77-142
Pomerania,Powiat bytowski,77-143
Pomerania,Powiat bytowski,77-200
Pomerania,Powiat bytowski,77-203
Pomerania,Powiat bytowski,77-205
Pomerania,Powiat bytowski,77-206
Pomerania,Powiat bytowski,77-207
Pomerania,Powiat bytowski,77-211
Pomerania,Powiat bytowski,77-222
Pomerania,Powiat bytowski,77-235
Pomerania,Powiat bytowski,83-320
Pomerania,Powiat chojnicki,77-130
Pomerania,Powiat chojnicki,81-872
Pomerania,Powiat chojnicki,83-262
Pomerania,Powiat chojnicki,89-600
Pomerania,Powiat chojnicki,89-606
Pomerania,Powiat chojnicki,89-607
Pomerania,Powiat chojnicki,89-608
Pomerania,Powiat chojnicki,89-620
Pomerania,Powiat chojnicki,89-632
Pomerania,Powiat chojnicki,89-642
Pomerania,Powiat chojnicki,89-650
Pomerania,Powiat chojnicki,89-651
Pomerania,Powiat chojnicki,89-652
Pomerania,Powiat czluchowski,11-304
Pomerania,Powiat czluchowski,77-220
Pomerania,Powiat czluchowski,77-300
Pomerania,Powiat czluchowski,77-304
Pomerania,Powiat czluchowski,77-310
Pomerania,Powiat czluchowski,77-320
Pomerania,Powiat czluchowski,77-330
Pomerania,Gdansk County,80-174
Pomerania,Gdansk County,80-180
Pomerania,Gdansk County,83-000
Pomerania,Gdansk County,83-010
Pomerania,Gdansk County,83-011
Pomerania,Gdansk County,83-020
Pomerania,Gdansk County,83-021
Pomerania,Gdansk County,83-022
Pomerania,Gdansk County,83-031
Pomerania,Gdansk County,83-032
Pomerania,Gdansk County,83-033
Pomerania,Gdansk County,83-034
Pomerania,Gdansk County,83-035
Pomerania,Gdansk County,83-041
Pomerania,Gdansk County,83-042
Pomerania,Gdansk County,83-047
Pomerania,Gdansk County,83-050
Pomerania,Gdansk County,83-209
Pomerania,Powiat kartuski,80-209
Pomerania,Powiat kartuski,80-297
Pomerania,Powiat kartuski,80-298
Pomerania,Powiat kartuski,80-299
Pomerania,Powiat kartuski,83-300
Pomerania,Powiat kartuski,83-304
Pomerania,Powiat kartuski,83-305
Pomerania,Powiat kartuski,83-307
Pomerania,Powiat kartuski,83-311
Pomerania,Powiat kartuski,83-312
Pomerania,Powiat kartuski,83-314
Pomerania,Powiat kartuski,83-315
Pomerania,Powiat kartuski,83-316
Pomerania,Powiat kartuski,83-320
Pomerania,Powiat kartuski,83-321
Pomerania,Powiat kartuski,83-322
Pomerania,Powiat kartuski,83-323
Pomerania,Powiat kartuski,83-324
Pomerania,Powiat kartuski,83-328
Pomerania,Powiat kartuski,83-329
Pomerania,Powiat kartuski,83-330
Pomerania,Powiat kartuski,83-331
Pomerania,Powiat kartuski,83-332
Pomerania,Powiat kartuski,83-333
Pomerania,Powiat kartuski,83-334
Pomerania,Powiat kartuski,83-335
Pomerania,Powiat kartuski,83-340
Pomerania,Powiat kartuski,83-341
Pomerania,Powiat kartuski,83-342
Pomerania,Powiat kartuski,84-208
Pomerania,Powiat koscierski,82-400
Pomerania,Powiat koscierski,83-315
Pomerania,Powiat koscierski,83-400
Pomerania,Powiat koscierski,83-403
Pomerania,Powiat koscierski,83-404
Pomerania,Powiat koscierski,83-406
Pomerania,Powiat koscierski,83-407
Pomerania,Powiat koscierski,83-409
